,walk number,walk length,p,q,accuracy,f1_micro,f1_macro
0,20.0,3.0,1.0,1.0,0.28296826106392486,0.28296826106392486,0.10813591999893442
1,20.0,6.0,1.0,1.0,0.5237669497839369,0.5237669497839369,0.43472465418579587
2,20.0,9.0,1.0,1.0,0.6577261212933989,0.6577261212933989,0.5876543678653066
3,20.0,12.0,1.0,1.0,0.7159886753091939,0.7159886753091939,0.6779154697829272
