,walk number,walk length,p,q,accuracy (mean),accuracy (std),f1_micro (mean),f1_micro (std),f1_macro (mean),f1_macro (std)
0,20.0,6.0,1.0,1.0,0.4705707048129936,0.03337337920129175,0.4705707048129936,0.033373379201291756,0.3656823248414783,0.0574310670614002
1,40.0,6.0,1.0,1.0,0.7025778572492922,0.011681780433628131,0.7025778572492922,0.011681780433628086,0.6510251706248057,0.03663534351262658
2,60.0,6.0,1.0,1.0,0.7440023841454328,0.01230385656584294,0.7440023841454328,0.01230385656584294,0.7225526366345174,0.010958091356167148
3,80.0,6.0,1.0,1.0,0.7396811205483534,0.006208513382804222,0.7396811205483534,0.00620851338280417,0.7109628279799615,0.0023632075583904207
4,100.0,6.0,1.0,1.0,0.7580092385635524,0.0036922997149050397,0.7580092385635523,0.003692299714905092,0.7291536829174122,0.018883743956651263
5,120.0,6.0,1.0,1.0,0.7721651020712264,0.009911064907355629,0.7721651020712264,0.009911064907355629,0.7472561406730692,0.011559137637009184
